from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Guernsey,Guernsey,Guernsey,-2.337,49.724,Flybe,United Kingdom,341
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,440
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Hannover,Hannover,Germany,10.141,52.768,Flybe,United Kingdom,787
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Hamburg,Hamburg,Germany,10.647,54.05,Flybe,United Kingdom,822
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,583
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,240
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,379
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Saint Exupery,Lyon,France,5.151,46.21,Flybe,United Kingdom,874
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Malpensa,Milano,Italy,9.213,46.051,Flybe,United Kingdom,1077
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Stuttgart,Stuttgart,Germany,9.369,49.149,Flybe,United Kingdom,864
Barra Airport,Barra,United Kingdom,-7.072,57.038,Benbecula,Benbecula,United Kingdom,-6.938,57.801,Flybe,United Kingdom,85
Barra Airport,Barra,United Kingdom,-7.072,57.038,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,195
Bristol,Bristol,United Kingdom,-2.532,51.637,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,434
Bristol,Bristol,United Kingdom,-2.532,51.637,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,483
Bristol,Bristol,United Kingdom,-2.532,51.637,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,304
Bristol,Bristol,United Kingdom,-2.532,51.637,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,262
Campbeltown Airport,Campbeltown,United Kingdom,-5.478,55.728,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,119
Cardiff,Cardiff,United Kingdom,-2.906,51.661,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,420
Cardiff,Cardiff,United Kingdom,-2.906,51.661,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,506
Cardiff,Cardiff,United Kingdom,-2.906,51.661,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,547
Cardiff,Cardiff,United Kingdom,-2.906,51.661,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,538
Dundee,Dundee,United Kingdom,-2.377,56.754,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,286
Dundee,Dundee,United Kingdom,-2.377,56.754,Birmingham,Birmingham,United Kingdom,-1.581,52.756,Flybe,United Kingdom,447
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,247
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Birmingham,Birmingham,United Kingdom,-1.581,52.756,Flybe,United Kingdom,434
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,928
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Cardiff,Cardiff,United Kingdom,-2.906,51.661,Flybe,United Kingdom,547
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Exeter,Exeter,United Kingdom,-3.024,51.224,Flybe,United Kingdom,595
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,286
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Flybe,United Kingdom,335
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Flybe,United Kingdom,448
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,341
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Manston,Manston,United Kingdom,1.576,51.57,Flybe,United Kingdom,630
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Norwich,Norwich,United Kingdom,1.471,53.126,Flybe,United Kingdom,477
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Southampton,Southampton,United Kingdom,-0.929,51.583,Flybe,United Kingdom,571
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Stornoway,Stornoway,United Kingdom,-5.886,58.359,Flybe,United Kingdom,263
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Wick,Wick,United Kingdom,-2.489,58.764,Flybe,United Kingdom,244
Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,367
Exeter,Exeter,United Kingdom,-3.024,51.224,Schiphol,Amsterdam,Netherlands,5.273,52.514,Flybe,United Kingdom,587
Exeter,Exeter,United Kingdom,-3.024,51.224,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,461
Exeter,Exeter,United Kingdom,-3.024,51.224,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,488
Exeter,Exeter,United Kingdom,-3.024,51.224,Aix Les Bains,Chambery,France,6.467,46.063,Flybe,United Kingdom,901
Exeter,Exeter,United Kingdom,-3.024,51.224,Dublin,Dublin,Ireland,-5.784,53.702,Flybe,United Kingdom,332
Exeter,Exeter,United Kingdom,-3.024,51.224,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,595
Exeter,Exeter,United Kingdom,-3.024,51.224,Guernsey,Guernsey,Guernsey,-2.337,49.724,Flybe,United Kingdom,173
Exeter,Exeter,United Kingdom,-3.024,51.224,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,585
Exeter,Exeter,United Kingdom,-3.024,51.224,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Flybe,United Kingdom,860
Exeter,Exeter,United Kingdom,-3.024,51.224,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,230
Exeter,Exeter,United Kingdom,-3.024,51.224,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Flybe,United Kingdom,373
Exeter,Exeter,United Kingdom,-3.024,51.224,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,275
Exeter,Exeter,United Kingdom,-3.024,51.224,Newcastle,Newcastle,United Kingdom,-1.487,55.062,Flybe,United Kingdom,438
Exeter,Exeter,United Kingdom,-3.024,51.224,Salzburg,Salzburg,Austria,13.007,48.322,Flybe,United Kingdom,1192
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Benbecula,Benbecula,United Kingdom,-6.938,57.801,Flybe,United Kingdom,229
Glasgow,Glasgow,United Kingdom,-4.056,56.453,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,191
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Birmingham,Birmingham,United Kingdom,-1.581,52.756,Flybe,United Kingdom,440
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Barra Airport,Barra,United Kingdom,-7.072,57.038,Flybe,United Kingdom,195
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Campbeltown Airport,Campbeltown,United Kingdom,-5.478,55.728,Flybe,United Kingdom,119
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Donegal Airport,Dongloe,Ireland,-7.902,55.073,Flybe,United Kingdom,285
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Cardiff,Cardiff,United Kingdom,-2.906,51.661,Flybe,United Kingdom,538
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Exeter,Exeter,United Kingdom,-3.024,51.224,Flybe,United Kingdom,585
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Islay,Islay,United Kingdom,-5.762,56.136,Flybe,United Kingdom,110
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,258
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Flybe,United Kingdom,356
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Flybe,United Kingdom,483
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,349
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Southampton,Southampton,United Kingdom,-0.929,51.583,Flybe,United Kingdom,578
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Stornoway,Stornoway,United Kingdom,-5.886,58.359,Flybe,United Kingdom,238
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Tiree,Tiree,United Kingdom,-6.782,56.831,Flybe,United Kingdom,171
Islay,Islay,United Kingdom,-5.762,56.136,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,110
Inverness,Inverness,United Kingdom,-3.413,57.904,Schiphol,Amsterdam,Netherlands,5.273,52.514,Flybe,United Kingdom,812
Inverness,Inverness,United Kingdom,-3.413,57.904,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,351
Inverness,Inverness,United Kingdom,-3.413,57.904,Birmingham,Birmingham,United Kingdom,-1.581,52.756,Flybe,United Kingdom,583
Inverness,Inverness,United Kingdom,-3.413,57.904,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,149
Inverness,Inverness,United Kingdom,-3.413,57.904,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Flybe,United Kingdom,191
Inverness,Inverness,United Kingdom,-3.413,57.904,Gatwick,London,United Kingdom,0.349,51.246,Flybe,United Kingdom,778
Inverness,Inverness,United Kingdom,-3.413,57.904,Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Flybe,United Kingdom,320
Inverness,Inverness,United Kingdom,-3.413,57.904,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,490
Inverness,Inverness,United Kingdom,-3.413,57.904,Stornoway,Stornoway,United Kingdom,-5.886,58.359,Flybe,United Kingdom,153
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Flybe,United Kingdom,260
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,335
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,356
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,191
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Flybe,United Kingdom,147
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Flybe,United Kingdom,322
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,286
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Exeter,Exeter,United Kingdom,-3.024,51.224,Flybe,United Kingdom,373
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Southampton,Southampton,United Kingdom,-0.929,51.583,Flybe,United Kingdom,319
Gatwick,London,United Kingdom,0.349,51.246,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Flybe,United Kingdom,689
Gatwick,London,United Kingdom,0.349,51.246,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,586
Gatwick,London,United Kingdom,0.349,51.246,Guernsey,Guernsey,Guernsey,-2.337,49.724,Flybe,United Kingdom,254
Gatwick,London,United Kingdom,0.349,51.246,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,778
Gatwick,London,United Kingdom,0.349,51.246,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,452
Gatwick,London,United Kingdom,0.349,51.246,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,254
Gatwick,London,United Kingdom,0.349,51.246,Newcastle,Newcastle,United Kingdom,-1.487,55.062,Flybe,United Kingdom,441
Gatwick,London,United Kingdom,0.349,51.246,St Mawgan,Newquai,United Kingdom,-4.993,50.734,Flybe,United Kingdom,378
Gatwick,London,United Kingdom,0.349,51.246,Nantes Atlantique,Nantes,France,-1.352,47.255,Flybe,United Kingdom,460
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,124
Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Flybe,United Kingdom,351
Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,448
Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,483
Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,320
Sumburgh,Sumburgh,United Kingdom,-0.826,60.464,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Flybe,United Kingdom,147
Luton,London,United Kingdom,0.052,52.457,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,348
Manchester,Manchester,United Kingdom,-1.792,53.589,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Flybe,United Kingdom,416
Manchester,Manchester,United Kingdom,-1.792,53.589,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,Flybe,United Kingdom,5655
Manchester,Manchester,United Kingdom,-1.792,53.589,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,304
Manchester,Manchester,United Kingdom,-1.792,53.589,Brussels Natl,Brussels,Belgium,4.807,51.502,Flybe,United Kingdom,502
Manchester,Manchester,United Kingdom,-1.792,53.589,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,603
Manchester,Manchester,United Kingdom,-1.792,53.589,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Flybe,United Kingdom,656
Manchester,Manchester,United Kingdom,-1.792,53.589,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,341
Manchester,Manchester,United Kingdom,-1.792,53.589,Exeter,Exeter,United Kingdom,-3.024,51.224,Flybe,United Kingdom,275
Manchester,Manchester,United Kingdom,-1.792,53.589,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,349
Manchester,Manchester,United Kingdom,-1.792,53.589,Hannover,Hannover,Germany,10.141,52.768,Flybe,United Kingdom,799
Manchester,Manchester,United Kingdom,-1.792,53.589,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,490
Manchester,Manchester,United Kingdom,-1.792,53.589,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,179
Manchester,Manchester,United Kingdom,-1.792,53.589,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,471
Manchester,Manchester,United Kingdom,-1.792,53.589,Malpensa,Milano,Italy,9.213,46.051,Flybe,United Kingdom,1149
Manchester,Manchester,United Kingdom,-1.792,53.589,Connaught,Connaught,Ireland,-8.698,54.517,Flybe,United Kingdom,462
Manchester,Manchester,United Kingdom,-1.792,53.589,St Mawgan,Newquai,United Kingdom,-4.993,50.734,Flybe,United Kingdom,385
Manchester,Manchester,United Kingdom,-1.792,53.589,Nantes Atlantique,Nantes,France,-1.352,47.255,Flybe,United Kingdom,705
Manchester,Manchester,United Kingdom,-1.792,53.589,Norwich,Norwich,United Kingdom,1.471,53.126,Flybe,United Kingdom,222
Manchester,Manchester,United Kingdom,-1.792,53.589,Southampton,Southampton,United Kingdom,-0.929,51.583,Flybe,United Kingdom,230
Manston,Manston,United Kingdom,1.576,51.57,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,630
Newcastle,Newcastle,United Kingdom,-1.487,55.062,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,274
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Charles De Gaulle,Paris,France,2.916,49.021,Flybe,United Kingdom,735
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Exeter,Exeter,United Kingdom,-3.024,51.224,Flybe,United Kingdom,438
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Gatwick,London,United Kingdom,0.349,51.246,Flybe,United Kingdom,441
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Southampton,Southampton,United Kingdom,-0.929,51.583,Flybe,United Kingdom,388
St Mawgan,Newquai,United Kingdom,-4.993,50.734,Gatwick,London,United Kingdom,0.349,51.246,Flybe,United Kingdom,378
St Mawgan,Newquai,United Kingdom,-4.993,50.734,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,385
Norwich,Norwich,United Kingdom,1.471,53.126,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,477
Norwich,Norwich,United Kingdom,1.471,53.126,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,222
Southampton,Southampton,United Kingdom,-0.929,51.583,Schiphol,Amsterdam,Netherlands,5.273,52.514,Flybe,United Kingdom,436
Southampton,Southampton,United Kingdom,-0.929,51.583,City,Belfast,United Kingdom,-5.788,55.03,Flybe,United Kingdom,500
Southampton,Southampton,United Kingdom,-0.929,51.583,Brussels Natl,Brussels,Belgium,4.807,51.502,Flybe,United Kingdom,396
Southampton,Southampton,United Kingdom,-0.929,51.583,Aix Les Bains,Chambery,France,6.467,46.063,Flybe,United Kingdom,817
Southampton,Southampton,United Kingdom,-0.929,51.583,Dublin,Dublin,Ireland,-5.784,53.702,Flybe,United Kingdom,403
Southampton,Southampton,United Kingdom,-0.929,51.583,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Flybe,United Kingdom,567
Southampton,Southampton,United Kingdom,-0.929,51.583,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,571
Southampton,Southampton,United Kingdom,-0.929,51.583,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Flybe,United Kingdom,711
Southampton,Southampton,United Kingdom,-0.929,51.583,Guernsey,Guernsey,Guernsey,-2.337,49.724,Flybe,United Kingdom,229
Southampton,Southampton,United Kingdom,-0.929,51.583,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,578
Southampton,Southampton,United Kingdom,-0.929,51.583,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Flybe,United Kingdom,775
Southampton,Southampton,United Kingdom,-0.929,51.583,Hannover,Hannover,Germany,10.141,52.768,Flybe,United Kingdom,765
Southampton,Southampton,United Kingdom,-0.929,51.583,Isle Of Man,Isle Of Man,Isle of Man,-4.374,54.138,Flybe,United Kingdom,366
Southampton,Southampton,United Kingdom,-0.929,51.583,Jersey,Jersey,Jersey,-1.66,49.346,Flybe,United Kingdom,254
Southampton,Southampton,United Kingdom,-0.929,51.583,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Flybe,United Kingdom,319
Southampton,Southampton,United Kingdom,-0.929,51.583,Bellegarde,Limoges,France,1.299,46.437,Flybe,United Kingdom,594
Southampton,Southampton,United Kingdom,-0.929,51.583,Manchester,Manchester,United Kingdom,-1.792,53.589,Flybe,United Kingdom,230
Southampton,Southampton,United Kingdom,-0.929,51.583,Newcastle,Newcastle,United Kingdom,-1.487,55.062,Flybe,United Kingdom,388
Southampton,Southampton,United Kingdom,-0.929,51.583,Orly,Paris,France,2.599,49.208,Flybe,United Kingdom,363
Southampton,Southampton,United Kingdom,-0.929,51.583,St Jacques,Rennes,France,-1.558,48.115,Flybe,United Kingdom,388
Southampton,Southampton,United Kingdom,-0.929,51.583,Salzburg,Salzburg,Austria,13.007,48.322,Flybe,United Kingdom,1058
Stornoway,Stornoway,United Kingdom,-5.886,58.359,Benbecula,Benbecula,United Kingdom,-6.938,57.801,Flybe,United Kingdom,87
Stornoway,Stornoway,United Kingdom,-5.886,58.359,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,263
Stornoway,Stornoway,United Kingdom,-5.886,58.359,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,238
Stornoway,Stornoway,United Kingdom,-5.886,58.359,Inverness,Inverness,United Kingdom,-3.413,57.904,Flybe,United Kingdom,153
Tiree,Tiree,United Kingdom,-6.782,56.831,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Flybe,United Kingdom,171
Wick,Wick,United Kingdom,-2.489,58.764,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Flybe,United Kingdom,244
Heathrow,London,United Kingdom,-0.103,51.795,Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,Biman Bangladesh Airlines,Bangladesh,5482
Heathrow,London,United Kingdom,-0.103,51.795,Manchester,Manchester,United Kingdom,-1.792,53.589,Biman Bangladesh Airlines,Bangladesh,229
Manchester,Manchester,United Kingdom,-1.792,53.589,Zia Intl,Dhaka,Bangladesh,90.662,24.405,Biman Bangladesh Airlines,Bangladesh,8003
Heathrow,London,United Kingdom,-0.103,51.795,Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,Royal Brunei Airlines,Brunei,5482
Heathrow,London,United Kingdom,-0.103,51.795,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,EVA Air,Taiwan,9536
ISLES OF SCILLY,ST MARY\\'S,United Kingdom,-5.846,50.531,Penzance Heliport,Penzance,United Kingdom,-5.198,50.213,British International Helicopters,United Kingdom,58
Penzance Heliport,Penzance,United Kingdom,-5.198,50.213,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,-5.846,50.531,British International Helicopters,United Kingdom,58
Penzance Heliport,Penzance,United Kingdom,-5.198,50.213,Tresco Heliport,Tresco,United Kingdom,-5.886,50.575,British International Helicopters,United Kingdom,63
Tresco Heliport,Tresco,United Kingdom,-5.886,50.575,Penzance Heliport,Penzance,United Kingdom,-5.198,50.213,British International Helicopters,United Kingdom,63
Gatwick,London,United Kingdom,0.349,51.246,Riga Intl,Riga,Latvia,24.618,57.539,Air Baltic,Latvia,1707
Heathrow,London,United Kingdom,-0.103,51.795,Capital Intl,Beijing,China,116.974,40.133,Air China,China,8124
Heathrow,London,United Kingdom,-0.103,51.795,Pudong,Shanghai,China,122.342,31.238,Air China,China,9216
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Landvetter,Gothenborg,Sweden,12.466,58.104,City Airline,Sweden,1064
Manchester,Manchester,United Kingdom,-1.792,53.589,Landvetter,Gothenborg,Sweden,12.466,58.104,City Airline,Sweden,1019
Heathrow,London,United Kingdom,-0.103,51.795,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,China Airlines,Taiwan,9744
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5052
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5377
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5185
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5122
Gatwick,London,United Kingdom,0.349,51.246,Orlando Intl,Orlando,United States,-80.849,28.715,Continental Airlines,United States,6971
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Continental Airlines,United States,5192
Heathrow,London,United Kingdom,-0.103,51.795,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5505
Heathrow,London,United Kingdom,-0.103,51.795,Washington Dulles Intl,Washington,United States,-77.094,39.574,Continental Airlines,United States,5844
Heathrow,London,United Kingdom,-0.103,51.795,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Continental Airlines,United States,7688
Heathrow,London,United Kingdom,-0.103,51.795,John F Kennedy Intl,New York,United States,-73.632,41.066,Continental Airlines,United States,5512
Heathrow,London,United Kingdom,-0.103,51.795,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Continental Airlines,United States,8675
Heathrow,London,United Kingdom,-0.103,51.795,Miami Intl,Miami,United States,-79.818,26.322,Continental Airlines,United States,7052
Heathrow,London,United Kingdom,-0.103,51.795,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Continental Airlines,United States,6296
Heathrow,London,United Kingdom,-0.103,51.795,San Francisco Intl,San Francisco,United States,-121.959,38.031,Continental Airlines,United States,8548
Manchester,Manchester,United Kingdom,-1.792,53.589,Newark Liberty Intl,Newark,United States,-73.615,41.154,Continental Airlines,United States,5338
Manchester,Manchester,United Kingdom,-1.792,53.589,Orlando Intl,Orlando,United States,-80.849,28.715,Continental Airlines,United States,6777
Gatwick,London,United Kingdom,0.349,51.246,Frank Pais Intl,Holguin,Cuba,-75.859,21.309,Cubana de Aviación,Cuba,7229
Heathrow,London,United Kingdom,-0.103,51.795,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Cathay Pacific,Hong Kong SAR of China,9606
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Heathrow,London,United Kingdom,-0.103,51.795,Cathay Pacific,Hong Kong SAR of China,374
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Cyprus Airways,Cyprus,5192
Heathrow,London,United Kingdom,-0.103,51.795,Newark Liberty Intl,Newark,United States,-73.615,41.154,Cyprus Airways,Cyprus,5505
Heathrow,London,United Kingdom,-0.103,51.795,John F Kennedy Intl,New York,United States,-73.632,41.066,Cyprus Airways,Cyprus,5512
Heathrow,London,United Kingdom,-0.103,51.795,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,Cyprus Airways,Cyprus,8675
Heathrow,London,United Kingdom,-0.103,51.795,Larnaca,Larnaca,Cyprus,34.041,35.458,Cyprus Airways,Cyprus,3248
Stansted,London,United Kingdom,0.391,52.475,Larnaca,Larnaca,Cyprus,34.041,35.458,Cyprus Airways,Cyprus,3244
Gatwick,London,United Kingdom,0.349,51.246,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,102.183,3.242,AirAsia X,Malaysia,10543
Gatwick,London,United Kingdom,0.349,51.246,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Delta Air Lines,United States,6763
Heathrow,London,United Kingdom,-0.103,51.795,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Delta Air Lines,United States,6714
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Delta Air Lines,United States,5192
Heathrow,London,United Kingdom,-0.103,51.795,Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,Delta Air Lines,United States,6014
